contract_amount,ejari_property_sub_type_ar,project_name_en,ejari_bus_property_type_ar,property_usage_en,contract_id,ejari_property_sub_type_en,project_name_ar,property_usage_ar,area_id,tenant_type_en,contract_start_date,contract_end_date,nearest_metro_en,ejari_bus_property_type_id,no_of_prop,line_number,nearest_mall_en,nearest_metro_ar,ejari_bus_property_type_en,ejari_property_sub_type_id,nearest_mall_ar,tenant_type_id,annual_amount,contract_reg_type_en,ejari_property_type_en,is_free_hold,master_project_en,contract_reg_type_ar,ejari_property_type_ar,nearest_landmark_en,area_name_en,load_timestamp,nearest_landmark_ar,ejari_property_type_id,area_name_ar,project_number,actual_area,tenant_type_ar,master_project_ar,contract_reg_type_id
"57181","غرفتين و صالة","","وحدة","Residential","CNT1312345556","2 bed rooms+hall","","سكني","372","Authority","2020-10-28","2021-10-27","Noor Bank Metro Station","2","1","1","Mall of the Emirates","محطة مترو نور بنك","Unit","2","مول الإمارات","1","57181","Renew","Flat","1","","تجديد","شقه","Downtown Dubai","Al Goze Industrial Second","2025-12-11 23:26:31","وسط مدينة دبي","842","القوز الصناعيه الثانيه","null","111","جهة","","2"
"80000","محل","","وحدة","Commercial","CRT2092693536","Shop","","تجاري","235","Authority","2022-02-01","2023-01-31","Palm Deira Metro Stations","2","2","2","Dubai Mall","محطات مترو نخلة ديرة","Unit","421","مول دبي","1","80000","Renew","Shop","0","","تجديد","محل","Dubai International Airport","Eyal Nasser","2025-12-11 23:26:31","مطار دبي الدولي","1","عيال ناصر","null","50","جهة","","2"
"120000","مستودع","","وحدة افتراضية","Commercial","CNT983038518","Warehouse","","تجاري","319","Authority","2019-03-01","2020-02-28","Creek Metro Station","5","1","1","City Centre Mirdif","محطة مترو الخور","Virtual Unit","13","سيتي سنتر مردف","1","120346","New","Warehouse","0","","جديد","مستودع","Downtown Dubai","Ras Al Khor Industrial Second","2025-12-11 23:26:31","وسط مدينة دبي","7","راس الخور الصناعيه الثانيه","null","null","جهة","","1"
"70000","غرفتين و صالة","","وحدة","Residential","CNT1801297268","2 bed rooms+hall","","سكني","445","Person","2021-12-20","2022-12-19","Ibn Battuta Metro Station","2","1","1","Ibn-e-Battuta Mall","محطة مترو ابن بطوطة","Unit","2","ابن بطوطة مول","0","70000","New","Flat","1","Al Furjan","جديد","شقه","Sports City Swimming Academy","Jabal Ali First","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","842","جبل علي الأولى","null","130","شخص","الفرجان","1"
"61950","مكتب","","وحدة","Commercial","CNT181631753","Office","","تجاري","240","Authority","2014-01-01","2014-12-31","Deira City Centre","2","1","1","City Centre Mirdif","ديرة سيتي سنتر","Unit","422","سيتي سنتر مردف","1","61950","Renew","Office","0","","تجديد","مكتب","Dubai International Airport","Port Saeed","2025-12-11 23:26:31","مطار دبي الدولي","2","بور سعيد","null","54","جهة","","2"
"300000","خمسة غرف و صالة","","فيلا","Residential","CRT709470526","5 bed rooms+hall","","سكني","352","Authority","2017-10-01","2018-09-30","Damac Properties","4","1","1","Marina Mall","عقارات داماك","Villa","5","مارينا مول","1","300000","Renew","Villa","1","","تجديد","فيلا","Sports City Swimming Academy","Al Thanayah Fourth","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","841","الثنيه الرابعة","null","2414","جهة","","2"
"1075000","غرفة و صالة","VICEROY HOTEL RESORTS RESIDENCES","وحدة","Residential","CRT1071056676","1bed room+Hall","مساكن فيسروى للفنادق والمنتجعات","سكني","410","Authority","2017-12-01","2022-11-30","Palm Jumeirah","2","1","1","Marina Mall","نخلة جميرا","Unit","1","مارينا مول","1","215000","New","Flat","1","Palm Jumeirah","جديد","شقه","Burj Al Arab","Palm Jumeirah","2025-12-11 23:26:31","برج العرب","842","نخلة جميرا","1344","151","جهة","نخلة جميرا","1"
"32000","أستوديو","","وحدة","Residential","CNT1685879333","Studio","","سكني","441","Person","2021-10-05","2022-10-04","Nakheel Metro Station","2","1","1","Marina Mall","محطة مترو النخيل","Unit","11","مارينا مول","0","32000","New","Studio ","1","Jumeirah Village Circle","جديد","أستوديو","Sports City Swimming Academy","Al Barsha South Fourth","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","903","البرشاء جنوب الرابعة","null","74","شخص","قرية جميرا الدائرية","1"
"2060280","غرفه سكن عمال","","وحدة افتراضية","Residential","CNT2133348531","Room in labor Camp","","سكني","372","Authority","2025-03-15","2026-03-14","Noor Bank Metro Station","5","194","107","Mall of the Emirates","محطة مترو نور بنك","Virtual Unit","12","مول الإمارات","1","2060280","New","Labor Camps","0","","جديد","سكن عمال","Burj Al Arab","Al Goze Industrial Second","2025-12-11 23:26:31","برج العرب","4","القوز الصناعيه الثانيه","null","null","جهة","","1"
"52000","غرفة و صالة","","وحدة","Residential","CNT101565818","1bed room+Hall","","سكني","278","Person","2012-09-01","2013-08-31","ADCB Metro Station","2","1","1","Dubai Mall","محطة مترو بنك أبوظبي التجاري","Unit","1","مول دبي","0","52000","New","Flat","0","","جديد","شقه","Burj Khalifa","Mankhool","2025-12-11 23:26:31","برج خليفة","842","منخول","null","88","شخص","","1"
"70000","غرفة و صالة","THE DUNES","وحدة","Residential","CRT312311536","1bed room+Hall","ذا ديونز","سكني","484","Person","2015-04-25","2016-04-24","","2","1","1","","","Unit","1","","0","70000","New","Flat","1","Silicon Oasis","جديد","شقه","IMG World Adventures","Nadd Hessa","2025-12-11 23:26:31","آي إم جي وورلد أدفينتشرز","842","ند حصة","762","116","شخص","واحة السيليكون","1"
"42000","غرفتين و صالة","","وحدة","Residential","CNT2076255379","2 bed rooms+hall","","سكني","297","Person","2023-03-15","2024-03-14","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","2","سيتي سنتر مردف","0","42000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Al Warqa First","2025-12-11 23:26:31","مطار دبي الدولي","842","الورقاء الاولى","null","105","شخص","","2"
"100000","غرفتين و صالة","","وحدة","Residential","CNT2072929117","2 bed rooms+hall","","سكني","365","Person","2022-01-01","2022-12-31","Trade Centre Metro Station","2","1","1","Dubai Mall","محطة مترو المركز التجاري","Unit","2","مول دبي","0","100000","Renew","Flat","0","","تجديد","شقه","Burj Khalifa","Al Hudaiba","2025-12-11 23:26:31","برج خليفة","842","الحضيبه","null","130","شخص","","2"
"68000","غرفتين و صالة","","وحدة","Residential","CNT1382828161","2 bed rooms+hall","","سكني","271","Person","2020-10-01","2021-09-30","ADCB Metro Station","2","1","1","Dubai Mall","محطة مترو بنك أبوظبي التجاري","Unit","2","مول دبي","0","68000","New","Flat","0","","جديد","شقه","Burj Khalifa","Al Karama","2025-12-11 23:26:31","برج خليفة","842","الكرامه","null","114","شخص","","1"
"2800446","سكن عمال","","وحدة افتراضية","Residential","CNT641475649","Labor Camp","","سكني","360","Authority","2016-11-01","2017-10-31","Etisalat Metro Station","5","196","28","City Centre Mirdif","محطة مترو اتصالات","Virtual Unit","38","سيتي سنتر مردف","1","2800446","New","Labor Camps","0","","جديد","سكن عمال","Dubai International Airport","Muhaisanah Second","2025-12-11 23:26:31","مطار دبي الدولي","4","محيصنه الثانيه","null","null","جهة","","1"
"24255","أستوديو","","وحدة","Residential","CNT2091766496","Studio","","سكني","343","Person","2023-09-09","2024-09-08","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","11","سيتي سنتر مردف","0","24255","Renew","Flat","1","International City Phase 1","تجديد","شقه","","Al Warsan First","2025-12-11 23:26:31","","842","ورسان الاولى","null","56","شخص","المدينة العالمية - المرحلة الاولى","2"
"46815","غرفتين و صالة","SKY COURTS","وحدة","Residential","CNT206082263","2 bed rooms+hall","سكاي كورتس","سكني","467","Person","2013-11-14","2014-11-13","","2","1","1","","","Unit","2","","0","46815","Renew","Flat","1","Dubai Land Residence Complex","تجديد","شقه","IMG World Adventures","Wadi Al Safa 5","2025-12-11 23:26:31","آي إم جي وورلد أدفينتشرز","842","وادي الصفا 5","794","197","شخص","مجمع دبي لاند السكني","2"
"220000","ثلاثة غرفة و صالة","The Lakes Zulal","فيلا","Residential","CRT2081107086","3 bed rooms+hall","البحيرات زلال","سكني","351","Authority","2023-06-01","2024-05-31","Nakheel Metro Station","4","1","1","Marina Mall","محطة مترو النخيل","Villa","3","مارينا مول","1","220000","Renew","Villa","1","","تجديد","فيلا","Sports City Swimming Academy","Al Thanyah Third","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","841","الثنيه الثالثة","1062","354","جهة","","2"
"45000","أستوديو","EMIRATES GARDEN II - MAGNOLIA","وحدة","Residential","CNT470800100","Studio","حديقة الإمارات 2 - مغنوليا","سكني","441","Person","2016-06-10","2017-06-09","Nakheel Metro Station","2","1","1","Marina Mall","محطة مترو النخيل","Unit","11","مارينا مول","0","45000","Renew","Flat","1","Jumeirah Village Circle","تجديد","شقه","Sports City Swimming Academy","Al Barsha South Fourth","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","842","البرشاء جنوب الرابعة","1435","45","شخص","قرية جميرا الدائرية","2"
"32000","أستوديو","","وحدة","Residential","CRT1440283836","Studio","","سكني","297","Authority","2021-04-13","2022-04-12","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","11","سيتي سنتر مردف","1","32000","New","Flat","0","","جديد","شقه","Dubai International Airport","Al Warqa First","2025-12-11 23:26:31","مطار دبي الدولي","842","الورقاء الاولى","null","null","جهة","","1"
"49026","غرفتين و صالة","","وحدة","Residential","CNT2132869141","2 bed rooms+hall","","سكني","343","Authority","2025-10-07","2026-10-06","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","2","سيتي سنتر مردف","1","49026","Renew","Flat","1","International City Phase 1","تجديد","شقه","","Al Warsan First","2025-12-11 23:26:31","","842","ورسان الاولى","null","83","جهة","المدينة العالمية - المرحلة الاولى","2"
"100000","غرفتين و صالة","","وحدة","Residential","CRT2017855137","2 bed rooms+hall","","سكني","330","Person","2022-11-01","2023-10-31","Jumeirah Beach Residency","2","1","1","Marina Mall","مساكن شاطئ جميرا","Unit","2","مارينا مول","0","100000","New","Flat","1","Dubai Marina","جديد","شقه","Sports City Swimming Academy","Marsa Dubai","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","842","مرسى دبي","null","143","شخص","دبي مارينا","1"
"67000","غرفتين و صالة","","وحدة","Residential","CNT2098517485","2 bed rooms+hall","","سكني","264","Person","2023-10-28","2024-10-27","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","2","سيتي سنتر مردف","0","67000","New","Flat","1","","جديد","شقه","Dubai International Airport","Nad Al Hamar","2025-12-11 23:26:31","مطار دبي الدولي","842","ند الحمر","null","126","شخص","","1"
"150000","مستودع","","وحدة افتراضية","Commercial","CNT2131880818","Warehouse","","تجاري","319","Authority","2025-07-01","2026-06-30","Creek Metro Station","5","1","1","City Centre Mirdif","محطة مترو الخور","Virtual Unit","13","سيتي سنتر مردف","1","150000","New","Warehouse","0","","جديد","مستودع","Dubai International Airport","Ras Al Khor Industrial Second","2025-12-11 23:26:31","مطار دبي الدولي","7","راس الخور الصناعيه الثانيه","null","null","جهة","","1"
"38000","أستوديو","","وحدة","Residential","CNT389144270","Studio","","سكني","362","Person","2016-01-01","2016-12-31","Baniyas Square Metro Station","2","1","1","Dubai Mall","محطة مترو ميدان بني ياس","Unit","11","مول دبي","0","38000","New","Flat","0","","جديد","شقه","Dubai International Airport","Naif","2025-12-11 23:26:31","مطار دبي الدولي","842","نايف","null","39","شخص","","1"
"55561","مكتب","","وحدة","Commercial","CNT1093090351","Office","","تجاري","308","Authority","2019-09-20","2020-09-19","Noor Bank Metro Station","2","1","1","Mall of the Emirates","محطة مترو نور بنك","Unit","422","مول الإمارات","1","55561","Renew","Office","0","","تجديد","مكتب","Burj Al Arab","Al Goze Industrial First","2025-12-11 23:26:31","برج العرب","2","القوز الصناعيه الاولى","null","76","جهة","","2"
"70000","غرفتين و صالة","","وحدة","Residential","CNT2115343852","2 bed rooms+hall","","سكني","305","Person","2024-04-21","2025-04-20","Al Nahda Metro Station","2","1","1","City Centre Mirdif","محطة مترو النهضة","Unit","2","سيتي سنتر مردف","0","70000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","AL QUSAIS","2025-12-11 23:26:31","مطار دبي الدولي","842","القصيص","null","119","شخص","","2"
"45000","غرفة و صالة","","وحدة","Residential","CRT193123286","1bed room+Hall","","سكني","343","Person","2014-02-05","2015-02-04","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","1","سيتي سنتر مردف","0","45000","New","Flat","1","International City Phase 1","جديد","شقه","","Al Warsan First","2025-12-11 23:26:31","","842","ورسان الاولى","null","69","شخص","المدينة العالمية - المرحلة الاولى","1"
"50400","غرفة و صالة","Binghatti Avenue","وحدة","Residential","CRT2095557426","1bed room+Hall","بن غاطي افينو","سكني","334","Authority","2023-08-10","2024-08-09","Healthcare City Metro Station","2","1","1","Dubai Mall","محطة مترو مدينة الرعاية الصحية","Unit","1","مول دبي","1","50400","New","Flat","1","Dubai Health Care City Phase 2","جديد","شقه","Downtown Dubai","Al Jadaf","2025-12-11 23:26:31","وسط مدينة دبي","842","الجداف","2185","66","جهة","مدينة دبي الطبية المرحلة الثانية","1"
"110000","غرفتين و صالة","","وحدة","Residential","CNT459496777","2 bed rooms+hall","","سكني","368","Person","2015-11-16","2016-11-09","Sharaf Dg Metro Station","2","1","1","Mall of the Emirates","محطة مترو شرف دي جي","Unit","2","مول الإمارات","0","111803","New","Flat","0","","جديد","شقه","Burj Al Arab","Al Barsha First","2025-12-11 23:26:31","برج العرب","842","البرشاء الاولى","null","10","شخص","","1"
"100000","محل","","وحدة","Commercial","CNT249924218","Shop","","تجاري","254","Authority","2014-10-15","2015-10-14","Al Ras Metro Station","2","1","1","Dubai Mall","محطة مترو الراس","Unit","421","مول دبي","1","100000","New","Shop","0","","جديد","محل","Dubai International Airport","Al Buteen","2025-12-11 23:26:31","مطار دبي الدولي","1","البطين","null","7","جهة","","1"
"45000","غرفة و صالة","","وحدة","Residential","CNT1212219136","1bed room+Hall","","سكني","301","Person","2020-05-04","2021-05-03","STADIUM Metro Station","2","1","1","City Centre Mirdif","محطة مترو الاستاد","Unit","1","سيتي سنتر مردف","0","45000","New","Flat","0","","جديد","شقه","Dubai International Airport","Al Nahda Second","2025-12-11 23:26:31","مطار دبي الدولي","842","النهده الثانيه","null","592","شخص","","1"
"576000","غرفه سكن عمال","","وحدة","Residential","CNT472487772","Room in labor Camp","","سكني","459","Authority","2016-06-15","2017-06-14","","2","120","94","","","Unit","12","","1","576000","New","Labor Camps","1","Dubai Investment Park Second","جديد","سكن عمال","Expo 2020 Site","Dubai Investment Park Second","2025-12-11 23:26:31","موقع إكسبو 2020","4","مجمع دبي للاستثمار الثاني","null","40","جهة","مجمع دبي للاستثمار الثاني","1"
"94500","مستودع","","وحدة","Commercial","CNT275091685","Warehouse","","تجاري","363","Authority","2015-01-01","2015-12-31","Al Nahda Metro Station","2","1","1","City Centre Mirdif","محطة مترو النهضة","Unit","13","سيتي سنتر مردف","1","94500","Renew","Warehouse complex","0","","تجديد","مجمع مخازن","Dubai International Airport","Al Qusais Industrial First","2025-12-11 23:26:31","مطار دبي الدولي","20","القصيص الصناعيه الاولى","null","177","جهة","","2"
"100000","محل","","وحدة","Commercial","CNT2121480689","Shop","","تجاري","237","Authority","2024-08-01","2025-07-31","Baniyas Square Metro Station","2","2","1","Dubai Mall","محطة مترو ميدان بني ياس","Unit","421","مول دبي","1","100000","Renew","Shop","0","","تجديد","محل","Dubai International Airport","Al Sabkha","2025-12-11 23:26:31","مطار دبي الدولي","1","السبخه","null","170","جهة","","2"
"70000","غرفتين و صالة","","وحدة","Residential","CNT482599246","2 bed rooms+hall","","سكني","361","Person","2016-08-16","2017-08-15","Al Qusais Metro Station","2","1","1","City Centre Mirdif","محطة مترو القصيص","Unit","2","سيتي سنتر مردف","0","70000","New","Flat","0","","جديد","شقه","Dubai International Airport","Muhaisanah Fourth","2025-12-11 23:26:31","مطار دبي الدولي","842","محيصنه الرابعه","null","100","شخص","","1"
"449670","مكتب","PLATINUM TOWER","وحدة","Commercial","CRT984402626","Office","برج بلاتينيوم","تجاري","350","","2019-04-05","2020-04-04","Jumeirah Lakes Towers","2","3","3","Marina Mall","أبراج بحيرات جميرا","Unit","422","مارينا مول","null","449670","Renew","Office","1","Jumeirah Lakes Towers","تجديد","مكتب","Sports City Swimming Academy","Al Thanyah Fifth","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","2","الثنيه الخامسة","505","107",""," ابراج بحيرات الجميرا","2"
"18000000","غرفه سكن عمال","","وحدة افتراضية","Residential","CNT1050280365","Room in labor Camp","","سكني","372","Authority","2019-05-30","2020-05-29","Noor Bank Metro Station","5","480","147","Mall of the Emirates","محطة مترو نور بنك","Virtual Unit","12","مول الإمارات","1","18000000","Renew","Labor Camps","0","","تجديد","سكن عمال","Burj Al Arab","Al Goze Industrial Second","2025-12-11 23:26:31","برج العرب","4","القوز الصناعيه الثانيه","null","null","جهة","","2"
"42194","غرفتين و صالة","","وحدة","Residential","CNT609930665","2 bed rooms+hall","","سكني","232","Person","2017-03-13","2017-09-12","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","2","سيتي سنتر مردف","0","84388","Renew","Flat","1","","تجديد","شقه","Dubai International Airport","Mirdif","2025-12-11 23:26:31","مطار دبي الدولي","842","مردف","null","124","شخص","","2"
"150000","اربعة غرف و صالة","MUDON","فيلا","Residential","CRT1145596756","4 bed rooms+hall","مدن","سكني","531","Person","2019-12-28","2020-12-27","","4","1","1","","","Villa","4","","0","150000","New","Villa","1","Mudon","جديد","فيلا","Dubai Cycling Course","Al Hebiah Sixth","2025-12-11 23:26:31","دورة دبي للدراجات","841","الحبيه السادسة","1337","484","شخص","مدن","1"
"63866","غرفتين و صالة","","وحدة","Residential","CNT1093299366","2 bed rooms+hall","","سكني","249","Person","2019-08-05","2020-08-04","Abu Baker Al Siddique Metro Station","2","1","1","Dubai Mall","محطة مترو أبو بكر الصديق","Unit","2","مول دبي","0","63866","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Al Muteena","2025-12-11 23:26:31","مطار دبي الدولي","842","المطينه","null","110","شخص","","2"
"60000","غرفة و صالة","","وحدة","Residential","CNT2130400888","1bed room+Hall","","سكني","441","Person","2025-04-17","2026-04-16","Dubai Internet City","2","1","1","Mall of the Emirates","مدينة دبي للإنترنت","Unit","1","مول الإمارات","0","60000","Renew","Flat","1","Jumeirah Village Circle","تجديد","شقه","Sports City Swimming Academy","Al Barsha South Fourth","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","842","البرشاء جنوب الرابعة","null","87","شخص","قرية جميرا الدائرية","2"
"42000","غرفة و صالة","","وحدة","Residential","CNT2114891977","1bed room+Hall","","سكني","323","Person","2024-06-10","2025-06-09","Al Qusais Metro Station","2","1","1","City Centre Mirdif","محطة مترو القصيص","Unit","1","سيتي سنتر مردف","0","42000","New","Flat","0","","جديد","شقه","Dubai International Airport","Al Qusais Industrial Fifth","2025-12-11 23:26:31","مطار دبي الدولي","842","القصيص الصناعيه الخامسه","null","71","شخص","","1"
"36000","Hotel","CANDACE ASTER HOTEL APARTMENTS","وحدة","Commercial","CRT930183356","Hotel","شقق كانديس أستر الفندقية","تجاري","445","Authority","2019-02-01","2020-01-31","Ibn Battuta Metro Station","2","1","1","Ibn-e-Battuta Mall","محطة مترو ابن بطوطة","Unit","521","ابن بطوطة مول","1","36000","New","Hotel","1","Al Furjan","جديد","فندق","Sports City Swimming Academy","Jabal Ali First","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","24","جبل علي الأولى","1738","35","جهة","الفرجان","1"
"20000","مكتب","","وحدة افتراضية","Commercial","CNT2121523007","Office","","تجاري","453","Authority","2024-08-24","2025-08-23","","5","1","1","","","Virtual Unit","422","","1","20000","New","Office","0","","جديد","مكتب","Al Makhtoum International Airport","Saih Shuaib 2","2025-12-11 23:26:31","مطار آل مكتوم الدولي","2","سيح شعيب 2","null","null","جهة","","1"
"24000","أستوديو","","وحدة","Residential","CRT689824486","Studio","","سكني","239","Authority","2017-09-05","2018-09-04","Palm Deira Metro Stations","2","1","1","Dubai Mall","محطات مترو نخلة ديرة","Unit","11","مول دبي","1","24000","New","Flat","0","","جديد","شقه","Dubai International Airport","Al Baraha","2025-12-11 23:26:31","مطار دبي الدولي","842","البراحه","null","17","جهة","","1"
"21000","أستوديو","","وحدة","Residential","CNT2130469397","Studio","","سكني","305","Person","2025-04-29","2026-04-28","Airport Free Zone","2","1","1","City Centre Mirdif","المنطقة الحرة بالمطار","Unit","11","سيتي سنتر مردف","0","21000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","AL QUSAIS","2025-12-11 23:26:31","مطار دبي الدولي","842","القصيص","null","20","شخص","","2"
"197000","ثلاثة غرفة و صالة","","وحدة","Residential","CNT749796679","3 bed rooms+hall","","سكني","437","Authority","2018-02-11","2019-03-12","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","3","سيتي سنتر مردف","1","180948","New","Flat","1","Festival City","جديد","شقه","Dubai International Airport","Al Kheeran","2025-12-11 23:26:31","مطار دبي الدولي","842","الخيران","null","418","جهة","فستيفال ستي","1"
"40000","أستوديو","LAKESIDE","وحدة","Residential","CRT353968886","Studio","ليكسايد","سكني","485","Person","2015-09-10","2016-09-09","Damac Properties","2","1","1","Marina Mall","عقارات داماك","Unit","11","مارينا مول","0","40000","New","Studio ","1","International Media Production Zone","جديد","أستوديو","Sports City Swimming Academy","Me'Aisem First","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","903","معيصم الأول","436","34","شخص","المنطقة العالمية للإنتاج الإعلامي","1"
"32000","أستوديو","","وحدة","Residential / Commercial","CNT20439","Studio","","سكني / تجاري","339","Person","2011-05-11","2012-05-10","Palm Deira Metro Stations","2","1","1","Dubai Mall","محطات مترو نخلة ديرة","Unit","11","مول دبي","0","32000","New","Flat","0","","جديد","شقه","Dubai International Airport","Al Mararr","2025-12-11 23:26:31","مطار دبي الدولي","842","المرر","null","47","شخص","","1"
"283500","محل","","وحدة","Commercial","CNT2130209613","Shop","","تجاري","484","Authority","2024-10-01","2025-09-30","","2","1","1","","","Unit","421","","1","283500","Renew","Shop","1","Silicon Oasis","تجديد","محل","IMG World Adventures","Nadd Hessa","2025-12-11 23:26:31","آي إم جي وورلد أدفينتشرز","1","ند حصة","null","176","جهة","واحة السيليكون","2"
"52000","غرفتين و صالة","QPOINT LIWAN-PLOT R070","وحدة","Residential","CRT1410095866","2 bed rooms+hall","كيو بوينت ليوان -PLOT R070","سكني","464","Person","2020-06-01","2021-05-31","","2","1","1","","","Unit","2","","0","52000","Renew","Flat","1","Liwan1","تجديد","شقه","IMG World Adventures","Wadi Al Safa 2","2025-12-11 23:26:31","آي إم جي وورلد أدفينتشرز","842","وادي الصفا 2","1224","159","شخص","ليوان 1","2"
"38000","مكتب","","وحدة","Commercial","CNT557936632","Office","","تجاري","362","Authority","2017-01-10","2018-01-09","Salah Al Din Metro Station","2","1","1","Dubai Mall","محطة مترو صلاح الدين","Unit","422","مول دبي","1","38000","Renew","Office","0","","تجديد","مكتب","Dubai International Airport","Naif","2025-12-11 23:26:31","مطار دبي الدولي","2","نايف","null","31","جهة","","2"
"51750","غرفة و صالة","","وحدة","Residential","CNT2013257318","1bed room+Hall","","سكني","326","Person","2022-10-15","2023-10-14","Healthcare City Metro Station","2","1","1","Dubai Mall","محطة مترو مدينة الرعاية الصحية","Unit","1","مول دبي","0","51750","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Um Hurair Second","2025-12-11 23:26:31","مطار دبي الدولي","842","ام هرير الثانيه","null","109","شخص","","2"
"55000","غرفة و صالة","","وحدة","Residential","CNT2127829869","1bed room+Hall","","سكني","409","Person","2025-04-05","2026-04-04","Sharaf Dg Metro Station","2","1","1","Mall of the Emirates","محطة مترو شرف دي جي","Unit","1","مول الإمارات","0","55000","Renew","Flat","1","Arjan","تجديد","شقه","Motor City","Al Barshaa South Third","2025-12-11 23:26:31","موتور سيتي","842","البرشاء جنوب الثالثة","null","64","شخص","أرجان","2"
"60000","غرفتين و صالة","QPOINT LIWAN-PLOT R097","وحدة","Residential","CRT812676866","2 bed rooms+hall","كيو بوينت ليوان -PLOT R097","سكني","464","Person","2018-06-01","2019-05-31","","2","1","1","","","Unit","2","","0","60000","New","Flat","1","Liwan1","جديد","شقه","IMG World Adventures","Wadi Al Safa 2","2025-12-11 23:26:31","آي إم جي وورلد أدفينتشرز","842","وادي الصفا 2","1215","96","شخص","ليوان 1","1"
"34800","غرفه سكن عمال","","وحدة","Residential","CNT1393748355","Room in labor Camp","","سكني","360","Authority","2021-01-08","2022-01-07","Etisalat Metro Station","2","2","2","City Centre Mirdif","محطة مترو اتصالات","Unit","12","سيتي سنتر مردف","1","34800","Renew","Labor Camps","0","","تجديد","سكن عمال","Dubai International Airport","Muhaisanah Second","2025-12-11 23:26:31","مطار دبي الدولي","4","محيصنه الثانيه","null","12","جهة","","2"
"10000","مكتب","","وحدة افتراضية","Commercial","CNT2117259792","Office","","تجاري","247","Authority","2024-07-12","2025-07-11","Abu Baker Al Siddique Metro Station","5","1","1","City Centre Mirdif","محطة مترو أبو بكر الصديق","Virtual Unit","422","سيتي سنتر مردف","1","10000","New","Office","0","","جديد","مكتب","Dubai International Airport","Al Khabeesi","2025-12-11 23:26:31","مطار دبي الدولي","2","الخبيصى","null","null","جهة","","1"
"32000","غرفة و صالة","","وحدة","Residential","CNT2013903477","1bed room+Hall","","سكني","301","Person","2022-10-10","2023-10-09","STADIUM Metro Station","2","1","1","City Centre Mirdif","محطة مترو الاستاد","Unit","1","سيتي سنتر مردف","0","32000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Al Nahda Second","2025-12-11 23:26:31","مطار دبي الدولي","842","النهده الثانيه","null","93","شخص","","2"
"33211","غرفة و صالة","","وحدة","Residential","CNT2123101861","1bed room+Hall","","سكني","367","Person","2024-10-05","2025-10-04","Al Ghubaiba Metro Station","2","1","1","Dubai Mall","محطة مترو الغبيبة","Unit","1","مول دبي","0","33211","Renew","Flat","0","","تجديد","شقه","Burj Khalifa","Al Suq Al Kabeer","2025-12-11 23:26:31","برج خليفة","842","السوق الكبير","null","53","شخص","","2"
"44000","محل","","وحدة","Commercial","CNT1493684470","Shop","","تجاري","233","Authority","2021-06-01","2022-05-31","Abu Baker Al Siddique Metro Station","2","1","1","City Centre Mirdif","محطة مترو أبو بكر الصديق","Unit","421","سيتي سنتر مردف","1","44000","Renew","Shop","0","","تجديد","محل","Dubai International Airport","Hor Al Anz","2025-12-11 23:26:31","مطار دبي الدولي","1","هور العنز","null","23","جهة","","2"
"55000","محل","","وحدة","Commercial","CNT2104777994","Shop","","تجاري","362","Authority","2024-01-01","2024-12-31","Baniyas Square Metro Station","2","1","1","Dubai Mall","محطة مترو ميدان بني ياس","Unit","421","مول دبي","1","55000","Renew","Shop","0","","تجديد","محل","Dubai International Airport","Naif","2025-12-11 23:26:31","مطار دبي الدولي","1","نايف","null","43","جهة","","2"
